kod;ust_kod;baslik;metin;sira;seviye;zorunluluk_tipi;kanit_beklentisi;dis_kontrol_id;kanit_tipi;kaynak_url;kaynak_yeri;erisim_tarihi;yururluk_tarihi;gereksinim_tipi
FZG-4;AILE-11;Yerleşke Güvenliği;Yerleşke girişlerinde uygun güvenlik ve emniyet eğitimleri verilmelidir.;435;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-4;2026-09-09;2024-09-08;Seviye 1
FZG-5;AILE-11;Yerleşke Güvenliği;Yerleşke giriş çıkışlarını izleyen elektronik sistemlerde zaman senkronizasyonu sağlanmalıdır.;436;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-5;2026-09-09;2024-09-08;Seviye 1
FZG-6;AILE-11;Yerleşke Güvenliği;Yerleşke giriş çıkışlarını izleyen elektronik sistemlere ilişkin loglar, cihazdan farklı bir bileşen üzerinde saklanmalıdır.;437;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-6;2026-09-09;2024-09-08;Seviye 1
FZG-7;AILE-11;Yerleşke Güvenliği;Yerleşke giriş çıkışlarını izleyen elektronik sistemlerde yedekleme politikaları oluşturulmalı, yedekler alınmalı ve yedekler test edilmelidir.;438;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-7;2026-09-09;2024-09-08;Seviye 1
FZG-8;AILE-11;Yerleşke Güvenliği;Yerleşke çevresini izlemek için kameralar kurulmalıdır. Bu sistemler sürekli olarak izlenmelidir.;439;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-8;2026-09-09;2024-09-08;Seviye 1
FZG-9;AILE-11;Yerleşke Güvenliği;Yerleşke çevresi kamera kayıtları ilgili yasal süre kadar saklanmalıdır.;440;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-9;2026-09-09;2024-09-08;Seviye 1
FZG-10;AILE-11;Yerleşke Güvenliği;Kamera sistemlerinde zaman senkronizasyonu sağlanmalıdır.;441;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-10;2026-09-09;2024-09-08;Seviye 1
FZG-11;AILE-11;Yerleşke Güvenliği;Çevresel güvenlik bileşenleri (Kamera, kartlı geçiş, yangın algılama vb.) izole ağlarda konumlanmalıdır.;442;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-11;2026-09-09;2024-09-08;Seviye 1
FZG-12;AILE-11;Yerleşke Güvenliği;Çevresel güvenlik bileşenlerine erişim kullanıcı adı ve parola ile sağlanmalıdır. Erişim için güçlü parolalar kullanılmalıdır.;443;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-12;2026-09-09;2024-09-08;Seviye 1
FZG-13;AILE-11;Yerleşke Güvenliği;Çevresel güvenlik bileşenleri yetkisiz fiziksel erişime karşı korunmalıdır.;444;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-13;2026-09-09;2024-09-08;Seviye 1
FZG-14;AILE-11;Yerleşke Güvenliği;Merkezi kontrol sistemi bileşenlerinin bulunduğu alanlara fiziki erişimin tamamiyle kontrol altına alınabileceği herhangi bir noktada X-RAY cihazı konumlandırılmalıdır.;445;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-14;2026-09-09;2024-09-08;Ek Kontrol
FZG-15;AILE-11;Yerleşke Güvenliği;Araçlar gerekli kontrollerden geçirilerek yerleşkeye alınmalıdır.;446;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-15;2026-09-09;2024-09-08;Seviye 1
FZG-16;AILE-11;Yerleşke Güvenliği;Doğal gaz ve ham petrol iletim şebekeleri yerleşkelerinde insansız hava araçlarına (drone) karşı önlemler alınmalıdır.;447;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-16;2026-09-09;2024-09-08;Ek Kontrol
FZG-17;AILE-11;Yerleşke Güvenliği;Doğal gaz ve ham petrol iletim şebekeleri yerleşkelerinde kullanılan anti-drone sistemlerinin mevcut iletim şebekesi bileşenlerinin çalışmasını olumsuz yönde etkilemeyeceği garanti altına alınmalıdır.;448;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-17;2026-09-09;2024-09-08;Ek Kontrol
FZG-18;AILE-11;Yerleşke Güvenliği;Doğal gaz ve ham petrol iletim şebekeleri yerleşkelerinde güvensiz deniz araçlarına karşı önlemler alınmalıdır.;449;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-18;2026-09-09;2024-09-08;Ek Kontrol
FZG-19;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları giriş ve çıkışlarında kayıt tutulmalıdır.;450;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-19;2026-09-09;2024-09-08;Seviye 1
FZG-20;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları giriş ve çıkışlarında elektronik sistem kullanılması durumunda bu sistemler için zaman senkronizasyonu sağlanmalıdır.;451;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-20;2026-09-09;2024-09-08;Seviye 1
FZG-21;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları giriş ve çıkışlarında elektronik sistemler kullanılması durumunda loglar, cihazdan farklı bir bileşen üzerinde saklanmalıdır.;452;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-21;2026-09-09;2024-09-08;Seviye 1
FZG-22;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları giriş ve çıkışlarında elektronik sistemler kullanılması durumunda yedekleme politikaları oluşturulmalı, yedekler alınmalı ve yedekler test edilmelidir.;453;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-22;2026-09-09;2024-09-08;Seviye 1
FZG-23;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları giriş ve çıkışlarında elektronik sistemler kullanılması durumunda bu sistemler izole ağlarda konumlandırılmalıdır.;454;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-23;2026-09-09;2024-09-08;Seviye 1
FZG-24;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları çevresel güvenlik bileşenlerine erişim, kullanıcı adı ve parola ile sağlanmalıdır.;455;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-24;2026-09-09;2024-09-08;Seviye 1
FZG-25;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları giriş ve çıkışlarında elektronik sistem kullanılması durumunda bu sistemlerde güçlü parola kullanılmalıdır.;456;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-25;2026-09-09;2024-09-08;Seviye 1
FZG-26;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odalarında kurum harici çalışanlara kurum personeli eşlik etmelidir.;457;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-26;2026-09-09;2024-09-08;Seviye 1
FZG-27;AILE-11;Kontrol ve DCS Odaları;Kontrol odalarının giriş ve çıkışlarını izlemek için kameralar kurulmalıdır. Bu sistemler sürekli olarak izlenmelidir.;458;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-27;2026-09-09;2024-09-08;Ek Kontrol
FZG-28;AILE-11;Kontrol ve DCS Odaları;DCS odalarının giriş ve çıkışlarını izlemek için kameralar kurulmalıdır. Bu sistemler sürekli olarak izlenmelidir.;459;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-28;2026-09-09;2024-09-08;Ek Kontrol
FZG-29;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları kamera kayıtları ilgili yasal süre kadar saklanmalıdır.;460;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-29;2026-09-09;2024-09-08;Ek Kontrol
FZG-30;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları kamera sistemlerinde zaman senkronizasyonu sağlanmalıdır.;461;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-30;2026-09-09;2024-09-08;Ek Kontrol
FZG-31;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları kamera sistemleri IP tabanlı ise ayrı izole bir ağ üzerinde konumlandırılmalıdır.;462;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-31;2026-09-09;2024-09-08;Ek Kontrol
FZG-32;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları kamera bileşenleri, kullanıcı adı ve parola ile korunmalıdır. Erişim için güçlü parolalar kullanılmalıdır.;463;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-32;2026-09-09;2024-09-08;Ek Kontrol
FZG-33;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları çevresel güvenlik bileşenleri (Kamera, kartlı geçiş, yangın algılama vb.) yetkisiz fiziksel erişime karşı korunmalıdır.;464;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-33;2026-09-09;2024-09-08;Seviye 1
FZG-34;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odalarında bulunan kameralar proseslerin izlendiği HMI'ları görmeyecek şekilde konumlandırılmalıdır.;465;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-34;2026-09-09;2024-09-08;Ek Kontrol
FZG-35;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odalarının kapıları otomatik olarak kapanmalıdır.;466;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-35;2026-09-09;2024-09-08;Seviye 1
FZG-36;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odalarından acil çıkış mümkün olmalıdır.;467;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-36;2026-09-09;2024-09-08;Seviye 1
FZG-37;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odalarında çevresel izleme sensörleri (Yangın, su, nem, sıcaklık vb.) konumlandırılmalı ve yetkisiz erişime karşı korunmalıdır.;468;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-37;2026-09-09;2024-09-08;Seviye 1
FZG-38;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odalarının kapıları açık kaldığında alarm üretmelidir.;469;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-38;2026-09-09;2024-09-08;Seviye 2
FZG-39;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odalarında kullanılan çevresel izleme sistemleri alarm üretebilmelidir.;470;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-39;2026-09-09;2024-09-08;Seviye 1
FZG-40;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odalarında bulunan çevresel izleme sensörleri merkezi olarak izlenmelidir.;471;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-40;2026-09-09;2024-09-08;Seviye 1
FZG-41;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları giriş kontrolleri, enerjisiz kaldığında da aynı güvenlik seviyesini korumalıdır.;472;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-41;2026-09-09;2024-09-08;Seviye 1
FZG-42;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odalarındaki tüm güvenlik bileşenleri yedek bir enerji ya da kesintisiz bir enerji kaynağı üzerinden beslenmelidir.;473;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-42;2026-09-09;2024-09-08;Seviye 1
FZG-43;AILE-11;Kontrol ve DCS Odaları;Endüstriyel operasyonlara hizmet eden istemci ve sunuculara fiziksel erişimler kısıtlanmalıdır.;474;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-43;2026-09-09;2024-09-08;Seviye 2
FZG-44;AILE-11;Veri Merkezi;"Veri merkezi hizmetlerinin üçüncü taraflardan temin edilmesi durumunda; alınması gerekli tedbirler sözleşmeler ile hüküm altına alınmalıdır. Paylaşımlı veri merkezlerinde tüm tarafların güvenliği ve gizliliği hizmet sağlayıcı tarafından güvence altına alınmalıdır.";475;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-44;2026-09-09;2024-09-08;Seviye 1
FZG-45;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları bünyesinde deprem koruma önlemleri alınmalıdır.;476;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-45;2026-09-09;2024-09-08;Seviye 1
FZG-46;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları bünyesinde su baskını koruma önlemleri alınmalıdır.;477;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-46;2026-09-09;2024-09-08;Seviye 1
FZG-47;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları yangın koruma/söndürme sistemleri bulundurulmalıdır.;478;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-47;2026-09-09;2024-09-08;Seviye 1
FZG-48;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları yangın koruma/söndürme sistemlerinin periyodik bakımları yapılmalıdır.;479;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-48;2026-09-09;2024-09-08;Seviye 1
FZG-49;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları yangın koruma/söndürme sistemleri elektronik ortamlar için uygun olmalıdır.;480;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-49;2026-09-09;2024-09-08;Seviye 1
FZG-50;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları uygun iklimlendirme altyapısına sahip olmalıdır.;481;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-50;2026-09-09;2024-09-08;Seviye 1
FZG-51;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odalarında kablolama güvenliği ilkeleri uygulanmalıdır.;482;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-51;2026-09-09;2024-09-08;Seviye 1
FZG-52;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odalarında kablolar etiketlenmelidir.;483;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-52;2026-09-09;2024-09-08;Seviye 1
FZG-53;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odalarında yedek enerji besleme kaynakları bulundurulmalıdır.;484;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-53;2026-09-09;2024-09-08;Seviye 1
FZG-54;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odaları bünyesinde enerji besleme bileşenlerinin periyodik bakımları gerçekleştirilmelidir.;485;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-54;2026-09-09;2024-09-08;Seviye 1
FZG-55;AILE-11;Kontrol ve DCS Odaları;Kontrol ve DCS odalarında bulunan ve endüstriyel operasyona hizmet eden bileşenlerin bulunduğu kabinler fiziksel erişime imkan vermeyecek şekilde konumlandırılmalıdır.;486;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-55;2026-09-09;2024-09-08;Seviye 1
FZG-56;AILE-11;Veri Merkezi;Veri merkezi giriş-çıkış kayıtları tutulmalıdır.;487;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-56;2026-09-09;2024-09-08;Seviye 1
FZG-57;AILE-11;Veri Merkezi;Veri merkezi elektronik geçiş kontrol sistemlerinde zaman senkronizasyonu sağlanmalıdır.;488;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-57;2026-09-09;2024-09-08;Seviye 1
FZG-58;AILE-11;Veri Merkezi;Veri merkezi elektronik geçiş kontrol sistemlerinde merkezi log/kayıt yönetim entegrasyonu sağlanmalıdır.;489;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-58;2026-09-09;2024-09-08;Seviye 1
FZG-59;AILE-11;Veri Merkezi;Veri merkezi elektronik geçiş kontrol sistemlerinde yedekleme politikaları oluşturulmalı, yedekler alınmalı ve yedekler test edilmelidir.;490;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-59;2026-09-09;2024-09-08;Seviye 1
FZG-60;AILE-11;Veri Merkezi;Veri merkezi elektronik geçiş kontrol sistemleri, kullanıcı adı ve parola ile korunmalıdır. Erişim için güçlü parolalar kullanılmalıdır.;491;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-60;2026-09-09;2024-09-08;Seviye 1
FZG-61;AILE-11;Veri Merkezi;Veri merkezi ziyaretlerinde yetkili personel, ziyaretçilere eşlik etmelidir. Ziyaretçi ve refakatçi kayıtları en az bir yıl süre ile saklanmalıdır.;492;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-61;2026-09-09;2024-09-08;Seviye 1
FZG-62;AILE-11;Veri Merkezi;Veri merkezlerini izlemek için kamera sistemi kurulmalıdır.;493;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-62;2026-09-09;2024-09-08;Seviye 1
FZG-63;AILE-11;Veri Merkezi;Veri merkezi bünyesindeki kameralara ilişkin kayıtlar belirlenen yasal süre kadar saklanmalıdır.;494;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-63;2026-09-09;2024-09-08;Seviye 1
FZG-64;AILE-11;Veri Merkezi;Veri merkezi bünyesindeki kameralarda zaman senkronizasyonu sağlanmalıdır.;495;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-64;2026-09-09;2024-09-08;Seviye 1
FZG-65;AILE-11;Veri Merkezi;Veri merkezi bünyesindeki kamera bileşenlerinin IP tabanlı olması durumunda bu bileşenler mantıksal izole bir ağ üzerinde konumlandırılmalıdır.;496;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-65;2026-09-09;2024-09-08;Seviye 1
FZG-66;AILE-11;Veri Merkezi;Veri merkezi bünyesindeki kamera bileşenleri, kullanıcı adı ve parola ile korunmalıdır. Erişim için güçlü parolalar kullanılmalıdır.;497;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-66;2026-09-09;2024-09-08;Seviye 1
FZG-67;AILE-11;Veri Merkezi;Veri merkezi bünyesindeki kameralar, fiziksel erişime karşı koruma altına alınmalıdır.;498;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-67;2026-09-09;2024-09-08;Seviye 1
FZG-68;AILE-11;Veri Merkezi;Veri merkezi bünyesindeki kameralar, kör nokta olmaksızın konumlandırılmalıdır.;499;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-68;2026-09-09;2024-09-08;Seviye 1
FZG-69;AILE-11;Veri Merkezi;Veri merkezi giriş çıkış kapıları, otomatik olarak kapanmalıdır.;500;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-69;2026-09-09;2024-09-08;Seviye 1
FZG-70;AILE-11;Veri Merkezi;Veri merkezi giriş çıkış kapıları, acil çıkış prosedürlerine uygun olmalıdır.;501;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-70;2026-09-09;2024-09-08;Seviye 1
FZG-71;AILE-11;Veri Merkezi;Veri merkezi giriş çıkış noktalarında olan sensörler, yetkisiz erişime olanak vermeyecek şekilde konumlandırılmalıdır.;502;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-71;2026-09-09;2024-09-08;Seviye 1
FZG-72;AILE-11;Veri Merkezi;Veri merkezi kapıları açık kaldığında alarm üretebilmelidir.;503;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-72;2026-09-09;2024-09-08;Seviye 2
FZG-73;AILE-11;Veri Merkezi;Veri merkezi bünyesinde çevresel izleme sensörleri konumlandırılmalıdır.;504;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-73;2026-09-09;2024-09-08;Seviye 1
FZG-74;AILE-11;Veri Merkezi;Veri merkezi çevresel izleme sensörleri, alarm üretme kabiliyetine sahip olmalıdır.;505;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-74;2026-09-09;2024-09-08;Seviye 1
FZG-75;AILE-11;Veri Merkezi;Veri merkezi çevresel izleme sensörleri, merkezi olarak izlenebilmelidir.;506;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-75;2026-09-09;2024-09-08;Seviye 1
FZG-76;AILE-11;Veri Merkezi;Veri merkezi giriş çıkış kontrolleri, elektrik kesintilerinde aynı koruma seviyesine sahip olmalıdır.;507;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-76;2026-09-09;2024-09-08;Seviye 1
FZG-77;AILE-11;Veri Merkezi;Veri merkezi çevresel izleme bileşenleri, yedek enerji kaynaklarıyla ya da kesintisiz enerji kaynakları üzerinden beslenmelidir.;508;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-77;2026-09-09;2024-09-08;Seviye 1
FZG-78;AILE-11;Veri Merkezi;Veri merkezi bünyesinde deprem koruma önlemleri alınmalıdır.;509;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=FBytIaXFpR8%3D;Ek-6 · 11-Fiziksel Güvenlik · FZG-78;2026-09-09;2024-09-08;Seviye 1
